188.978	1.75
189.45	1.75
189.922	1.75
190.394	13.75
190.866	-25.25
191.338	0.75
191.81	20.75
192.282	-0.25
192.753	-10.25
193.225	9.75
193.697	2.75
194.169	-2.25
194.641	-19.25
195.112	2.75
195.584	22.75
196.056	-9.25
196.527	-13.25
196.999	4.75
197.471	2.75
197.942	-16.25
198.414	-7.25
198.885	12.75
199.357	15.75
199.828	6.75
200.3	13.75
200.771	13.75
201.243	15.75
201.714	-2.25
202.186	5.75
202.657	6.75
203.128	9.75
203.6	-19.25
204.071	-0.25
204.542	18.75
205.013	8.75
205.485	-5.25
205.956	7.75
206.427	-2.25
206.898	-26.25
207.369	-2.25
207.84	18.75
208.311	1.75
208.782	-1.25
209.254	-4.25
209.725	7.75
210.196	12.75
210.666	-24.25
211.137	-2.25
211.608	4.75
212.079	-12.25
212.55	-22.25
213.021	7.75
213.492	13.75
213.963	-0.25
214.433	-6.25
214.904	7.75
215.375	-6.25
215.846	-0.25
216.316	0.75
216.787	8.75
217.258	8.75
217.728	-31.25
218.199	-1.25
218.669	-6.25
219.14	-2.25
219.61	-3.25
220.081	-5.25
220.551	12.75
221.022	7.75
221.492	-12.25
221.963	7.75
222.433	14.75
222.903	1.75
223.374	-2.25
223.844	12.75
224.314	7.75
224.785	-8.25
225.255	-11.25
225.725	-16.25
226.195	-4.25
226.665	-9.25
227.136	-13.25
227.606	-3.25
228.076	-16.25
228.546	-22.25
229.016	-6.25
229.486	-12.25
229.956	-15.25
230.426	-9.25
230.896	8.75
231.366	12.75
231.836	-3.25
232.306	4.75
232.776	10.75
233.245	-2.25
233.715	0.75
234.185	-0.25
234.655	-9.25
235.125	-0.25
235.594	-8.25
236.064	12.75
236.534	25.75
237.003	-1.25
237.473	8.75
237.943	0.75
238.412	0.75
238.882	1.75
239.351	-8.25
239.821	7.75
240.29	-8.25
240.76	-16.25
241.229	1.75
241.699	10.75
242.168	-4.25
242.638	-9.25
243.107	0.75
243.576	15.75
244.046	-4.25
244.515	-10.25
244.984	-3.25
245.453	11.75
245.923	-8.25
246.392	-10.25
246.861	8.75
247.33	20.75
247.799	8.75
248.268	-8.25
248.737	13.75
249.206	10.75
249.675	-18.25
250.144	12.75
250.613	21.75
251.082	-4.25
251.551	-15.25
252.02	-0.25
252.489	11.75
252.958	-11.25
253.427	-15.25
253.896	6.75
254.364	-0.25
254.833	-9.25
255.302	0.75
255.771	15.75
256.239	7.75
256.708	-18.25
257.177	-11.25
257.645	5.75
258.114	-0.25
258.583	-2.25
259.051	-9.25
259.52	13.75
259.988	-6.25
260.457	7.75
260.925	-4.25
261.394	-16.25
261.862	-4.25
262.33	-14.25
262.799	-2.25
263.267	-5.25
263.735	-8.25
264.204	9.75
264.672	4.75
265.14	-7.25
265.608	-7.25
266.077	-0.25
266.545	-13.25
267.013	-24.25
267.481	-18.25
267.949	7.75
268.417	9.75
268.885	-9.25
269.353	-6.25
269.822	-7.25
270.289	1.75
270.757	-15.25
271.225	-14.25
271.693	-1.25
272.161	16.75
272.629	-6.25
273.097	5.75
273.565	9.75
274.033	3.75
274.5	-5.25
274.968	-10.25
275.436	-6.25
275.904	-1.25
276.371	4.75
276.839	-2.25
277.307	17.75
277.774	-17.25
278.242	-20.25
278.709	4.75
279.177	-7.25
279.644	5.75
280.112	-10.25
280.579	11.75
281.047	-13.25
281.514	-19.25
281.982	5.75
282.449	9.75
282.916	9.75
283.384	-1.25
283.851	-4.25
284.318	-2.25
284.786	-1.25
285.253	-2.25
285.72	8.75
286.187	3.75
286.654	-7.25
287.122	-17.25
287.589	9.75
288.056	-0.25
288.523	-9.25
288.99	-5.25
289.457	11.75
289.924	8.75
290.391	1.75
290.858	-11.25
291.325	16.75
291.792	-7.25
292.259	7.75
292.725	5.75
293.192	0.75
293.659	6.75
294.126	-6.25
294.593	-4.25
295.059	7.75
295.526	-14.25
295.993	7.75
296.459	1.75
296.926	7.75
297.393	-14.25
297.859	-1.25
298.326	8.75
298.792	4.75
